query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
83,0.4090,222.3363,218.9837,441.3200,BFUKWVVFVGUARP,1796,Leupeptin Pr-LL,,,CC(CC(NC(CC)=O)C(NC(C(N[C@H](C=O)CCC/N=C(N)\N)=O)CC(C)C)=O)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Tripeptides,Small peptides,Amino acids and Peptides
84,0.6286,0.0001,138.0489,138.0490,WWNNZCOKKKDOPX,307948,Trigonelline,,,C[n+]1cccc(c1)C(=O)[O-],Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
85,0.7904,0.0000,231.0970,231.0970,UKGGPJNBONZZCM,24628,Asp-Pro,,,C1C[C@H](N(C1)C(=O)[C@H](CC(=O)O)N)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
86,0.7725,0.0007,169.0353,169.0360,LEHOTFFKMJEONL,28345,URATE,,,C12=C(NC(=O)N1)NC(=O)NC2=O,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines,Purine alkaloids,Pseudoalkaloids (transamidation),Alkaloids
87,0.3383,150.1385,133.0315,283.1700,IIRDTKBZINWQAW,23469,Hexaethylene glycol,,,C(COCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
88,0.4090,325.9382,170.0638,496.0020,VQVQKWFMTUMXDY,3050,purealidin O,,,COC(C(Br)=C1O)=C(Br)C=C1C/C(C(NCCCCNC(N)=N)=O)=N\O,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Polyamines,Ornithine alkaloids,Alkaloids
89,0.7543,0.0002,137.0708,137.0710,LDHMAVIPBRSVRG,303717,1-METHYLNICOTINAMIDE M,,,C[N+]1=CC=CC(=C1)C(N)=O,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
90,0.4090,290.2655,159.0275,449.2930,FEFXTOZCHYSOSN,11585,1-[(2S)-2-amino-4-methylpentanoyl]-N-[(2S)-1-[(4-fluorophenyl)methylamino]-3-methyl-1-oxobutan-2-yl]piperidine-4-carboxamide,,,CC(C)C[C@H](N)C(=O)N1CCC(CC1)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccc(F)cc2,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Tripeptides,Small peptides,Amino acids and Peptides
91,0.3196,163.0372,185.0918,348.1290,YROOZUQRTLHXIO,7432,Vanillic acid 1-O-glucopyranoside,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,0.8196,0.0002,146.0922,146.0920,TUHVEAJXIMEOSA,303547,4-GUANIDINOBUTANOIC ACID,,,C(CC(=O)O)CN=C(N)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
93,0.6071,0.0007,190.1183,190.1190,XIGSAGMEBXLVJJ,306769,HOMOCITRULLINE,,,N=C(O)NCCCC[C@H](N)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,Aminoacids,Small peptides,Amino acids and Peptides
94,0.7932,0.0004,137.0456,137.0460,OFCNXPDARWKPPY,26473,Allopurinol,,,C1=NNC2=C1C(=O)NC=N2,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines,"Pyrazolo[3,4-d]pyrimidines","Pyrazolo[3,4-d]pyrimidines",Purine alkaloids,Pseudoalkaloids (transamidation),Alkaloids
95,0.7660,0.0005,124.0755,124.0760,BHAAPTBBJKJZER,264202,p-Anisidine,,,COC1=CC=C(N)C=C1,Organic compounds,Benzenoids,Phenol ethers,Aminophenyl ethers,Aminophenyl ethers,,,
96,0.4090,341.1164,230.1516,571.2680,AHYXCADWVNCRQE,2346,CELIN,,,O[C@@H]1[C@@H](O)[C@@H](SCCOC(C2=C(O)C=CC=C2)=O)O[C@@]([C@@](NC([C@@H]3C[C@@H](CCC)CN3C)=O)([H])[C@@H](C)OC)([H])[C@@H]1O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,Aminoglycosides,Aminosugars and aminoglycosides,Carbohydrates
97,0.3041,45.0736,155.9934,201.0670,PPZMYIBUHIPZOS,303063,HISTAMINE DIHYDROCHLORIDE,,,Cl.Cl.NCCc1cnc[nH]1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,2-arylethylamines,Imidazole alkaloids,Histidine alkaloids,Alkaloids
98,0.5311,97.0182,116.1068,213.1250,RWCOTTLHDJWHRS,256624,Prolylproline,,,C1C[C@H](NC1)C(=O)N2CCC[C@H]2C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
99,0.4090,339.8651,168.1129,507.9780,VWGAYSCWLXQJBQ,277623,Iodosulfuron-methyl,,,Cc2nc(NC(=O)NS(=O)(=O)c1cc(I)ccc1C(=O)OC)nc(OC)n2,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,S-triazinyl-2-sulfonylureas,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
100,0.3459,206.1750,154.9900,361.1650,FIUFLISGGHNPSM,54533,3_4methoxyphenyl_propionic_acid,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,0.7562,0.0001,112.0391,112.0390,WRHZVMBBRYBTKZ,7145,PYRROLE-2-CARBOXYLATE - 30.0 eV,,,OC(=O)C1=CC=CN1,Organic compounds,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,Pyrrole 2-carboxylic acids,Pyrrole alkaloids,Proline alkaloids,Alkaloids
102,0.5503,66.0212,245.1492,179.1280,NLZVTPYXYXMCIP,27840,Ile-Pro-Lys,,,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)N,,,,,,Dipeptides; Tripeptides,Small peptides,Amino acids and Peptides
103,0.6980,0.0007,143.0813,143.0820,WQXNXVUDBPYKBA,71440,ectoine,,,CC1=NCC[C@H](N1)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,,Small peptides,Amino acids and Peptides
104,0.7209,0.0006,104.0704,104.0710,FUOOLUPWFVMBKG,57701,2-Aminoisobutyric acid,,,CC(C)(N)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
105,0.4090,208.0334,230.1576,438.1910,CUXQPMGPJPHNFO,21422,,,,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1.Cl,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines,,,Alkaloids
106,0.3453,227.8980,157.0970,384.9950,RIZMRRKBZQXFOY,269431,diethoxyphosphinothioylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane,,,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,Organic compounds,Organic acids and derivatives,Organic dithiophosphoric acids and derivatives,Dithiophosphate O-esters,Dithiophosphate O-esters,,,Fatty acids
107,0.7852,0.0005,268.1035,268.1040,OIRDTQYFTABQOQ,248670,"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides,Purine nucleosides,Nucleosides,Carbohydrates
108,0.4090,329.0969,126.0911,455.1880,CKTSBUTUHBMZGZ,28506,DEOXYCYTIDINE,,,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,Pyrimidine 2'-deoxyribonucleosides,Pyrimidine nucleosides,Nucleosides,Carbohydrates
109,0.8168,0.0001,114.0661,114.0660,CVSVTCORWBXHQV,57735,creatine,,,CN(CC(O)=O)C(N)=N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
110,0.6232,0.0003,146.1173,146.1170,QVDXUKJJGUSGLS,3730,Leucine methyl ester,,,COC(=O)C(N)CC(C)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,Wax monoesters,Fatty esters,Fatty acids
111,0.3459,188.2266,142.9384,331.1650,COLNVLDHVKWLRT,24907,DL-Phenylalanine,,,O=C(O)[C@@H](N)Cc1ccccc1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
112,0.6882,44.0151,204.1339,248.1490,UEFRDQSMQXDWTO,56968,3-hydroxybutyrylcarnitine,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
113,0.5487,198.0512,230.1858,428.2370,MSYUMPGNGDNTIQ,259125,Dixyrazine|2-[2-[4-(2-methyl-3-phenothiazin-10-ylpropyl)piperazin-1-yl]ethoxy]ethanol,,,CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C12,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
114,0.3041,26.0628,160.1078,134.0450,CKLJMWTZIZZHCS,7247,Aspartate - 60.00 eV,,,C([C@@H](C(=O)O)N)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
115,0.3041,19.0421,142.0861,123.0440,IAVREABSGIHHMO,5392,3-HYDROXYBENZALDEHYDE - 40.0 eV,,,C1=CC(=CC(=C1)O)C=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Hydroxybenzaldehydes,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
116,0.3459,145.0014,148.0966,293.0980,VKZRWSNIWNFCIQ,7628,EDDS,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
117,0.8209,0.0000,123.0550,123.0550,DFPAKSUCGFBDDF,252072,pyridine-3-carboxamide,,,NC(=O)C1=CN=CC=C1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
118,0.4090,482.4847,306.9853,789.4700,NJUXRKMKOFXMRX,137037,Ginsenoside Rg5,,,CC(C)=CC\C=C(\C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Dammarane and Protostane triterpenoids,Triterpenoids,Terpenoids
119,0.7190,0.0006,229.1544,229.1550,ZKQOUHVVXABNDG,27369,Pro-Leu,,,CC(C)C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
120,0.7843,0.0013,173.0917,173.0930,KZNQNBZMBZJQJO,311674,(2S)-1-(2-aminoacetyl)pyrrolidine-2-carboxylic acid,,,C1CC(N(C1)C(=O)CN)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
121,0.4090,900.7279,242.9821,1143.7100,VLRUVFSQMXAAOI,31372,Tyr-aMCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
122,0.7920,0.0035,156.0765,156.0800,HNDVDQJCIGZPNO,21960,L-HISTIDINE,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
123,0.4090,148.0615,287.9795,436.0410,GMMLNKINDDUDCF,311950,"[[5-methylsulfinyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanylpentylidene]amin",,,CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Alkylglucosinolates,Glucosinolates,Amino acid glycosides,Amino acids and Peptides
124,0.2939,182.9530,115.0630,298.0160,CCROUVCATXGAFZ,247555,PRZ_M298,,,CC(O)CNCCOC1=C(Cl)C=C(Cl)C=C1Cl,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers,,,
125,0.3775,30.8891,216.0191,185.1300,RCFDOSNHHZGBOY,26256,Ile-Ala,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
126,0.6250,0.0004,141.0656,141.0660,JSDBKAHWADVXFU,305861,"""1,3-DIMETHYLURACIL""",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
127,0.4090,311.0301,182.0809,493.1110,IMEVJVISCHQJRM,275209,Triflusulfuron-methyl,,,O=C(OC)c1cccc(c1S(=O)(=O)NC(=O)Nc2nc(nc(OCC(F)(F)F)n2)N(C)C)C,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,S-triazinyl-2-sulfonylureas,,,Alkaloids
128,0.4090,640.5343,329.0057,969.5400,PWAOOJDMFUQOKB,210290,Ginsenoside Re,,,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]3C[C@]4(C)C(C[C@@H](O)[C@@H]5[C@H](CC[C@@]45C)[C@](C)(CCC=C(C)C)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@]7(C)CC[C@H](O)C(C)(C)C37)[C@H](O)[C@H](O)[C@H]1O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Dammarane and Protostane triterpenoids,Triterpenoids,Terpenoids
129,0.5516,374.0834,127.0476,501.1310,CNURKUNYCXCBEK,283049,karakin,,,O=C(CC[N+](=O)[O-])OC[C@H]1O[C@@H](OC(=O)CC[N+](=O)[O-])[C@H](OC(=O)CC[N+](=O)[O-])[C@@H](O)[C@@H]1O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,,,
130,0.4090,385.1096,210.0604,595.1700,RTATXGUCZHCSNG,230715,Nicotiflorin,,,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(O)C=C3)=C1O[C@@H]4O[C@H](CO[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@H](O)[C@H](O)[C@H]4O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
131,0.7441,0.0000,140.0340,140.0340,BLHCMGRVFXRYRN,28261,6-HYDROXYNICOTINATE,,,OC(=O)C1=CN=C(O)C=C1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
132,0.4090,716.5621,142.9479,859.5100,RXZBMPWDPOLZGW,148317,"(3R,4S,5S,6R,7R,9R,11S,12R,13S,14R,E)-6-(((2S,3R,6R)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-(((2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyltetrahydro-2H-pyran-2-yl)oxy)-10-(((2-methoxyethoxy)me...",,,[C@@]1([C@H](OC([C@@H]([C@@H]([C@@H]([C@H]([C@](C[C@H](C(/[C@@H]([C@H]1O)C)=N\OCOCCOC)C)(C)O)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)O[C@@H]3O[C@H]([C@@H]([C@](C3)(C)OC)O)C)C)=O)CC)(O)C,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminoglycosides,Erythromycins,Macrolides,Polyketides
133,0.3459,197.1289,139.9631,337.0920,IGMNYECMUMZDDF,54426,25Dihydroxy_phenyl_acetic_acid_homogenistic,,,C1=CC(=C(C=C1O)CC(=O)O)O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetic acids,2(hydroxyphenyl)acetic acids,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
134,0.5292,16.1552,215.0158,231.1710,PNVLWFYAPWAQMU,253391,ValylIsoleucine,,,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
135,0.5961,0.0008,126.0548,126.0540,FZXCPFJMYOQZCA,3063,6-Oxo-2-piperidinecarboxylic acid,,,C1CC(NC(=O)C1)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
136,0.4090,203.2213,236.9977,440.2190,CANIEVJJEIJTGQ,11624,,,,COc1ccc(CNC(=O)CCC(=O)N2C[C@H]3C[C@H](C2)c4cccc(=O)n4C3)cc1OC,Organic compounds,Alkaloids and derivatives,Lupin alkaloids,Cytisine and derivatives,Cytisine and derivatives,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
137,0.4851,236.1356,199.1074,435.2430,UKZVQBPULFPVKH,12467,1-[(2S)-2-amino-4-methylsulfanylbutanoyl]-N-[(2R)-1-oxo-1-(1-phenylethylamino)propan-2-yl]piperidine-4-carboxamide,,,CSCC[C@H](N)C(=O)N1CCC(CC1)C(=O)N[C@H](C)C(=O)NC(C)c2ccccc2,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Tripeptides,Small peptides,Amino acids and Peptides
138,0.7416,0.0002,138.0548,138.0550,WWNNZCOKKKDOPX,303951,TRIGONELLINE,,,C[n+]1cccc(c1)C(=O)[O-],Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
139,0.5360,17.4158,138.4798,121.0640,YCCILVSKPBXVIP,56685,tyrosol,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
140,0.5556,230.1893,231.1447,461.3340,MDSUKZSLOATHMH,25155,Leu-Val,,,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
141,0.3459,220.1566,141.9584,362.1150,IIBYAHWJQTYFKB,238589,2-[4-[2-[(4-chlorobenzoyl)amino]ethyl]phenoxy]-2-methyl-propionic acid,,,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives,,,Shikimates and Phenylpropanoids
142,0.7893,0.0005,171.1125,171.1130,VEYYWZRYIYDQJM,71557,1946-82-3,,,CC(=O)NC(CCCCN)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Dipeptides,Small peptides,Amino acids and Peptides
143,0.5515,340.8890,232.1480,573.0370,HZMMMVGQXDUITB,247549,PRZ_M573,,,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSC(=O)NCCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N([H])CC(O)=O)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Tripeptides,Small peptides,Amino acids and Peptides
144,0.7616,0.0004,132.0766,132.0770,CVSVTCORWBXHQV,28251,CREATINE,,,CN(CC(O)=O)C(N)=N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
145,0.3459,111.9458,183.0762,295.0220,DLAPIMGBBDILHJ,272465,Fenthion-sulfoxide,,,CC1=C(C=CC(=C1)OP(=S)(OC)OC)S(=O)C,Organic compounds,Organic acids and derivatives,Organic thiophosphoric acids and derivatives,Thiophosphoric acid esters,Phenyl thiophosphates,,,
146,0.5292,29.0441,216.1419,245.1860,AZLASBBHHSLQDB,27274,Leu-Ile,,,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
147,0.6259,0.0004,129.0656,129.0660,NBAKTGXDIBVZOO,303374,"""5,6-DIHYDRO THYMINE""",,,CC1CNC(=O)NC1=O,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Hydropyrimidines,,Pseudoalkaloids (transamidation),Alkaloids
148,0.6630,0.0005,137.0595,137.0600,ZRSNZINYAWTAHE,304634,P-ANISALDEHYDE,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
149,0.5292,30.0164,271.0916,301.1080,TVWVHFSJQNXIRZ,11373,"8-hydroxy-5,7-dimethoxy-2-phenyl-2,3-dihydrochromen-4-one""",,,COc1cc(OC)c2C(=O)CC(Oc2c1O)c3ccccc3,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,7-O-methylated flavonoids,Flavanones,Flavonoids,Shikimates and Phenylpropanoids
150,0.5554,101.0441,197.0529,298.0970,WUUGFSXJNOTRMR,5955,METHYLTHIOADENOSINE - 30.0 eV,,,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,Purine nucleosides,Nucleosides,Carbohydrates
151,0.7159,0.0003,215.1387,215.1390,AWJGUZSYVIVZGP,27214,Pro-Val,,,CC(C)C(C(=O)O)NC(=O)C1CCCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
152,0.5914,0.0008,199.0822,199.0830,XERJKGMBORTKEO,237856,2-(ethylcarbamoylamino)-N-methoxy-2-oxoethanimidoyl cyanide,,,CCNC(=O)NC(=O)C(=NOC)C#N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Oximes,Oxime ethers,,,Amino acids and Peptides
153,0.3041,10.0774,112.9666,123.0440,IAVREABSGIHHMO,5393,3-HYDROXYBENZALDEHYDE - 50.0 eV,,,C1=CC(=CC(=C1)O)C=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Hydroxybenzaldehydes,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
154,0.8726,0.0005,235.1185,235.1190,LNCFUHAPNTYMJB,26259,His-Pro,,,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)N)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
155,0.4090,350.2033,201.0867,551.2900,OOXFYQVRTMCLBW,12272,tert-butyl N-[(2S)-1-[4-[[(2S)-1-[(2-methoxyphenyl)methylamino]-1-oxopropan-2-yl]carbamoyl]piperidin-1-yl]-4-methylsulfanyl-1-oxobutan-2-yl]carbamate,,,COc1ccccc1CNC(=O)[C@H](C)NC(=O)C2CCN(CC2)C(=O)[C@H](CCSC)NC(=O)OC(C)(C)C,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Tripeptides,Small peptides,Amino acids and Peptides
156,0.5546,264.3730,131.9740,396.3470,TYWACVZIFBZIQZ,252132,"(2S,3S)-3-methyl-2-[[(Z)-octadec-9-enoyl]amino]pentanoic acid",,,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H]([C@@H](C)CC)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Isoleucine and derivatives,N-acyl amines,Fatty amides,Fatty acids
157,0.5281,87.0745,258.9795,346.0540,ZOOGRGPOEVQQDX,25991,"Guanosine 3',5'-cyclic monophosphate",,,[C@@H]14O[P](OC[C@H]1O[C@@H]([N]2C3=C(N=C2)C(=O)N=C(N3)N)[C@@H]4O)(O)=O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,"3',5'-cyclic purine nucleotides",Purine nucleotides,Nucleosides,Carbohydrates
158,0.2943,29.1305,140.9615,170.0920,BRMWTNUJHUMWMS,6214,1-METHYL-L-HISTIDINE - 50.0 eV,,,CN1C=NC(C[C@H](N)C(O)=O)=C1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
159,0.5334,38.0913,136.0367,174.1280,UUFAJPMQSFXDFR,273756,1-phenyl-N-prop-2-ynylpropan-2-amine,,,CC(Cc1ccccc1)NCC#C,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
160,0.7254,0.0008,239.0998,239.0990,HVQAJTFOCKOKIN,280400,3-Hydroxyflavone,,,Oc1c(oc2ccccc2c1=O)c3ccccc3,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
