query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
59,0.2939,529.7176,115.0694,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,33.0590,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
60,0.2944,734.1385,181.0525,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,33.9540,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
61,0.3311,580.3188,218.1212,798.4400,JQUGYVKOYKGIRB,Beauvericin-A_38767_dereplictor_pv_1.64161e-16,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C1([H])N(C(=O)C([H])(OC(=O)C([H])(N(C(=O)C([H])(OC(=O)C([H])(N(C(=O)C([H])(OC1=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],33.1800,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
62,0.2939,333.9405,330.1765,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,32.8400,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
63,0.2648,119.9027,154.0973,274.0000,VOWJSEYJDXBICY,"2-[(4,6-diamino-1,3,5-triazin-2-yl)thio]-Ethanesulfonic acid",NC1=NC(SCCS(=O)(O)=O)=NC(N)=N1,33.5820,,Organic compounds,Organoheterocyclic compounds,Triazines,Aminotriazines,"1,3,5-triazine-2,4-diamines",,,Alkaloids
64,0.3459,46.0730,414.9810,368.9080,UTUCNPNGMNEWGE,8-bromo-6-chloro-2-(2-chlorophenyl)chromen-4-one,O=c1cc(-c2ccccc2Cl)oc2c(Br)cc(Cl)cc12,33.6860,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
65,0.2939,436.1075,170.0385,606.1460,PGYQQEYWYHVHOW,"methylpropyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-methoxyphenyl)-2-methyl -5-oxo-1,4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OC(C)CC)=C(C)NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)cc(Br)c1O,33.9580,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
66,0.2939,229.8721,182.9849,412.8570,VUVSGSUJUMSUHV,"6,8-dibromo-2-(4-chlorophenyl)chromen-4-one",O=c1cc(-c2ccc(Cl)cc2)oc2c(Br)cc(Br)cc12,33.6790,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
67,0.2939,436.1136,170.0324,606.1460,PGYQQEYWYHVHOW,"methylpropyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-methoxyphenyl)-2-methyl -5-oxo-1,4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OC(C)CC)=C(C)NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)cc(Br)c1O,33.7660,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
68,0.2939,143.0793,186.9807,330.0600,IVOMOUWHDPKRLL,"3',5'-CYCLIC AMP - 40.0 eV",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O,33.5290,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,"3',5'-cyclic purine nucleotides",Purine nucleos(t)ides,Nucleosides,Carbohydrates
69,0.2939,511.1224,152.9946,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,33.4690,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
70,0.6241,0.0001,150.0581,150.0580,FFEARJCKVFRZRR,L-Methionine,CSCC[C@@H](C(=O)O)N,34.4490,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
71,0.2939,152.0067,196.0713,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,34.3030,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
72,0.2103,131.0294,177.0866,308.1160,IVFRBVSPAOYOOK,CP_M308a,OCC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,33.9760,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes,,,Alkaloids
73,0.2244,755.0580,160.1330,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,34.4180,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
74,0.4090,749.1189,166.0721,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,34.3640,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
75,0.4090,466.0801,198.0369,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,34.5780,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
76,0.2939,503.1529,160.9641,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,33.9600,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
77,0.4090,445.9788,218.1382,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,34.7410,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
78,0.2939,487.9881,176.1279,664.1160,BAWFJGJZGIEFAR,Nicotinamide_dinucleotide,NC(=O)c(c5)c[n+1](cc5)C([H])(O1)C([H])(O)C([H])(O)C([H])(COP([O-1])(=O)OP(O)(=O)OCC([H])(O2)C([H])(O)C([H])(O)C([H])2n(c3)c(n4)c(c(N)nc4)n3)1,34.7920,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
79,0.4090,445.1333,218.9837,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,33.8830,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
80,0.4090,840.2721,138.0489,978.3210,DUAFKXOFBZQTQE,myristoylCoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CCCCCCCCCCCCC,34.5780,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Long-chain fatty acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
81,0.2939,165.8930,231.0970,396.9900,FNELVJVBIYMIMC,"Pesticide5_Ethiprole_C13H9Cl2F3N4OS_1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-",CCS(=O)C1=C(N(N=C1C#N)C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N,34.3220,,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,,,
82,0.2939,301.1167,169.0353,470.1520,ASUSWJVFSJFICF,Bucladesine sodium salt16980-89-5,CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4OP(=O)([O-])OC[C@H]4[C@H]3OC(=O)CCC.O.[Na+],34.0990,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purines and purine derivatives,,,
83,0.2939,531.0855,133.0315,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,34.3740,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
84,0.2939,903.3762,170.0638,1073.4400,QNTCPRXCVAXEJC,Loggerpeptin A2,C[C@@H](C(N[C@H](C(N[C@H]1[C@@H](C)OC([C@H](C(C)C)NC(C(CC2=CC=C(O)C(Br)=C2)N(C)C([C@H](CC3=CC=CC=C3)N4[C@H](O)CCC(NC([C@H](CC(C)C)NC1=O)=O)C4=O)=O)=O)=O)=O)[C@@H](O)C)=O)NC(CCC)=O,33.7600,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Ahp-containing cyclodepsipeptides; Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
85,0.4090,631.4892,137.0708,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,33.4260,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
86,0.2939,774.1735,159.0275,933.2010,YOBJKYSYEWKNDX,salinamidoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CNC(/C=C/C(C)=C/C)=O,34.6330,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
87,0.2939,583.4682,185.0918,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,34.5600,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
88,0.2939,205.9918,146.0922,352.0840,OTWOCXUXCQGJON,2-(9-methyl-6-oxohydropurin-8-ylthio)-N-(3-methylphenyl)acetamide,Cc1cccc(N=C(O)CSc2nc3c(O)ncnc3n2C)c1,33.9810,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,Purine alkaloids,Pseudoalkaloids,Alkaloids
89,0.2939,473.9987,190.1183,664.1170,BOPGDPNILDQYTO,beta-Diphosphopyridine,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,34.3020,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
90,0.4090,527.0714,137.0456,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,34.5200,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
91,0.4090,684.5345,124.0755,808.6100,ZSLZBFCDCINBPY,Acetyl CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,34.5920,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
92,0.4090,607.5784,230.1516,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,34.8430,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
93,0.2939,223.9206,155.9934,379.9140,HSWSVOSUEWPULW,"2-(4-bromo-2-iodophenyl)-4,4-dimethyl-4,5-dihydrooxazole",CC(CO1)(C)N=C1C2=CC=C(Br)C=C2I,33.5080,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Iodobenzenes,,,
94,0.2939,652.4532,116.1068,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,34.7220,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
95,0.3339,747.0781,168.1129,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,34.7130,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
96,0.2627,213.9180,154.9900,368.9080,UTUCNPNGMNEWGE,8-bromo-6-chloro-2-(2-chlorophenyl)chromen-4-one,O=c1cc(-c2ccccc2Cl)oc2c(Br)cc(Cl)cc12,33.8610,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
97,0.2939,395.9569,112.0391,507.9960,ZKHQWZAMYRWXGA,Adenosine 5'-triphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,34.7840,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
98,0.2939,1331.7608,245.1492,1576.9100,OESVNVWXOTVKHT,2-[[1-[2-[[2-[[2-[[2-[[2-[[2-[[2-[[2-[(2-acetamido-3-phenylpropanoyl)amino]-2-methylpropanoyl]amino]-2-methylpropanoyl]amino]-2-methylpropanoyl]amino]-3-methylbutanoyl]amino]acetyl]amino]-4-methylpentanoyl]amino]-2-methylpropanoyl]amino]-2-methylpropanoyl]-4-hydroxypyrrolidine-2-carbonyl]amino]-N-[1-[4-hydroxy-2-[[1-[(1-hydroxy-3-phenylpropan-2-yl)amino]-2-methyl-1-oxopropan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-methyl-1-oxopropan-2-yl]pentanediamide,CC(C)CC(NC(=O)CNC(=O)C(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC1=CC=CC=C1)NC(C)=O)C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N2CC(O)CC2C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)N3CC(O)CC3C(=O)NC(C)(C)C(=O)NC(CO)CC4=CC=CC=C4,34.8400,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Linear peptides,Oligopeptides,Amino acids and Peptides
99,0.2939,521.0357,143.0813,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,34.9730,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
100,0.2939,664.4896,104.0704,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,34.2380,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
101,0.4090,607.5724,230.1576,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,35.0080,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
102,0.2939,265.2730,157.0970,422.3700,CKIJIGYDFNXSET,2-Phenethylglucosinolate,C1=CC=C(C=C1)CCC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O,35.2290,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Alkylglucosinolates,Glucosinolates,Amino acid glycosides,Amino acids and Peptides
103,0.3307,789.0999,126.0911,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,34.5950,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
104,0.2100,226.1609,114.0661,340.2270,XLMALTXPSGQGBX,"[4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl] propanoate",CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,34.3770,,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes,,,
105,0.2244,269.8617,146.1173,415.9790,CDUCRMFPDRPDIH,N-(3-bromophenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide,Cn1c(SCC(O)=Nc2cccc(Br)c2)nc2c(O)ncnc21,34.5910,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,,,Alkaloids
106,0.4090,755.2256,142.9384,898.1640,JVNVHNHITFVWIX,cinnamoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)/C=C/C4=CC=CC=C4,34.5600,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
107,0.4090,459.9831,204.1339,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,35.3280,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
108,0.2939,474.2592,230.1858,704.4450,TWHBYJSVDCWICV,Enniatin A,CC[C@H](C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)[C@@H](C)CC)C)C(C)C)[C@@H](C)CC)C)C(C)C,35.3590,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
109,0.2100,174.9072,160.1078,335.0150,AUZONCFQVSMFAP,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,35.5680,,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Thiuram disulfides,,,
110,0.2244,226.8219,142.0861,368.9080,UTUCNPNGMNEWGE,8-bromo-6-chloro-2-(2-chlorophenyl)chromen-4-one,O=c1cc(-c2ccccc2Cl)oc2c(Br)cc(Cl)cc12,34.3400,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
