query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
57,0.2939,190.0285,192.0655,382.0940,LSLKLYOKHPEPMM,N-(2-ethoxyphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide,CCOc1ccccc1N=C(O)CSc1nc2c(O)ncnc2n1C,549.6140,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,Purine alkaloids,Pseudoalkaloids,Alkaloids
58,0.2939,154.9921,193.0859,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,758.9680,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
59,0.2939,210.0710,193.0859,403.1570,BYZPHLHEULUCKR,"1-{2-[(4-chlorophenyl)methyl](1,2,3,4-tetrahydrobeta-carbolinyl)}-4-methoxyben zene",COc1ccc(C2c3[nH]c4ccccc4c3CCN2Cc2ccc(Cl)cc2)cc1,931.3440,,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,,Harmala alkaloids,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
60,0.2939,154.9444,193.1336,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,392.6960,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
61,0.2939,153.0128,195.0652,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,598.9970,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
62,0.2250,346.7620,195.1379,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1433.8880,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
63,0.3307,719.0942,196.0968,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,337.7690,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
64,0.2939,362.7828,197.1172,559.9000,UDWHZZFAVRHFRN,Hydroxylated and dihydrogenated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,835.8710,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
65,0.2244,640.4548,198.1852,838.6400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1080.6840,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
66,0.2100,123.9639,201.1961,325.1600,ODKYLYWWBHXMRV,"N-(3,4-dimethoxyphenethyl)-1H-indole-3-carboxamide",O=C(NCCC1=CC=C(OC)C(OC)=C1)C2=CNC=3C=CC=CC32,865.0540,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
67,0.2939,461.0620,203.0550,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,573.5850,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
68,0.6241,0.0005,203.0815,203.0810,SDIVYZXRQHWCKF,Vasicinone,OC1CCN2C1=NC1=CC=CC=C1C2=O,208.6250,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
69,0.2939,460.9780,203.1390,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,308.8500,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
70,0.3153,712.0519,203.1391,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,363.8960,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
71,0.4090,360.0639,205.0971,565.1610,FSLFZTDAWFXTJV,"N-(2,3-dimethyl-5-oxo-1-phenyl(3-pyrazolin-4-yl))-2-{1-[(4-chlorophenyl)carbon yl]-5-methoxy-2-methylindol-3-yl}acetamide",COc1ccc2c(c1)c(CC(O)=Nc1c(C)n(C)n(-c3ccccc3)c1=O)c(C)n2C(=O)c1ccc(Cl)cc1,466.3690,,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Benzoylindoles,Benzoylindoles,,,Alkaloids
72,0.4090,630.5288,206.0812,836.6100,KFWWCMJSYSSPSK,Crotonoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,905.8950,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
73,0.2939,120.0771,207.0499,327.1270,PLMAIIGPUFQJCH,MassbankEU:ETS00021 SPA-10C (SAMPLE)|C10-sulfophenyl carboxylic acid|6-(4-sulfophenyl)decanoic acid,OS(=O)(=O)c1ccc(cc1)C(CCCC)CCCCC(=O)O,248.8910,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives,,,Fatty acids
74,0.2590,366.7621,207.1379,573.9000,GFTVPKIPSPORMW,Methoxylated and dihydrogenated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)C3)=O)CC(OC)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,686.4030,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
75,0.4090,694.0258,208.1332,902.1590,SHJSMZQAXRYSOA,alphahydroxyphenyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(O)C4=CC=CC=C4,432.3910,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
76,0.2939,227.8653,209.0807,436.9460,ZOCSXAVNDGMNBV,FIPRONIL,Clc1cc(C(F)(F)F)cc(Cl)c1N2C(N)=C(S(=O)C(F)(F)F)C(C#N)=N2,580.6310,,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,,,
77,0.2939,536.1502,209.0808,745.2310,XTDOKCBBQODVJW,scropolioside D,CC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H]3O[C@]3(CO)[C@H]3[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC=C[C@@H]23)[C@H](OC(C)=O)[C@@H]1OC(=O)/C=C/c1ccccc1,930.6370,,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
78,0.2939,136.9816,211.0964,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,759.5750,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
79,0.2624,330.7672,211.1328,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1259.2030,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
80,0.2939,252.7308,211.1692,463.9000,RZRKLCBSFPOTIQ,"3-dihydro-7,8-dehydrodiscorhabdin C (+2)",O=C(C1=C2C3(C=C(Br)C(O)C(Br)=C3)C=CN1)C4=C5C2=[NH+]CCC5=CN4,1022.9420,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
81,0.2939,163.0696,211.1804,374.2500,PFMWLSLCVYOPSJ,symplostatin_3_14049_dereplictor_pv_1.2169e-12,[H]OC(=O)C([H])(OC(=O)[C@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])[C@@]1([H])N(C(=O)C([H])([H])[C@@]([H])(OC([H])([H])[H])[C@@]([H])(N(C(=O)C([H])(N([H])C(=O)[C@@]([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],829.9400,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Linear peptides,Oligopeptides,Amino acids and Peptides
82,0.2939,156.8986,211.1804,368.0790,WUPIACNYWZGDGM,N-(3-methoxyphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide,COc1cccc(N=C(O)CSc2nc3c(O)ncnc3n2C)c1,949.5460,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,,,Alkaloids
83,0.2939,360.7195,211.1805,571.9000,MRXABKUJFSKZEY,Methoxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(OC)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,889.0620,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
84,0.2939,250.1323,213.0757,463.2080,GJYBMGDRIGIOBX,"N-{1-methyl-2-[(3,4,5-trimethoxyphenyl)carbonylamino]ethyl}(3,4,5-trimethoxyph enyl)carboxamide",COc1cc(C(O)=NCC(C)N=C(O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,374.5570,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides,Minor lignans,Lignans,Shikimates and Phenylpropanoids
85,0.2244,346.7515,213.1485,559.9000,UDWHZZFAVRHFRN,Hydroxylated and dihydrogenated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1433.8880,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
86,0.2939,318.0075,213.1485,531.1560,XMAYWYJOQHXEEK,"1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1-imidazolylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-1-piperazinyl]ethanone",CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,1464.0280,,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines,,,Alkaloids
87,0.2939,450.9209,213.1961,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,953.5100,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
88,0.2939,450.9209,213.1961,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,899.3170,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
89,0.2939,450.9209,213.1961,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1038.5270,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
90,0.2939,450.9209,213.1961,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,992.0350,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
91,0.2389,1003.6383,215.2117,1218.8500,ZPZHKIOMBYYVRD,[8'-Hydroxy-MeBmf]1-cyclosporin_42804_dereplictor_pv_9.80173e-23,[H]OC([H])([H])C(\[H])=C(/[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])N(C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)C([H])([H])N(C(=O)[C@]([H])(N([H])C1=O)C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],1080.0610,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Peptoid-peptide hybrids,Cyclosporins,Cyclic peptides; Peptaibols,Oligopeptides,Amino acids and Peptides
92,0.4090,619.5128,217.0972,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,592.5040,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
93,0.4090,685.0044,217.1546,902.1590,SHJSMZQAXRYSOA,alphahydroxyphenyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(O)C4=CC=CC=C4,595.7840,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
94,0.2939,179.8354,217.1546,396.9900,FNELVJVBIYMIMC,"Pesticide5_Ethiprole_C13H9Cl2F3N4OS_1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-",CCS(=O)C1=C(N(N=C1C#N)C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N,630.4640,,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,,,
95,0.2939,354.7453,217.1547,571.9000,MRXABKUJFSKZEY,Methoxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(OC)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,217.7440,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
96,0.2939,246.7090,217.1909,463.9000,RZRKLCBSFPOTIQ,"3-dihydro-7,8-dehydrodiscorhabdin C (+2)",O=C(C1=C2C3(C=C(Br)C(O)C(Br)=C3)C=CN1)C4=C5C2=[NH+]CCC5=CN4,286.3780,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
97,0.2939,179.7989,217.1911,396.9900,FNELVJVBIYMIMC,"Pesticide5_Ethiprole_C13H9Cl2F3N4OS_1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-",CCS(=O)C1=C(N(N=C1C#N)C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N,322.2460,,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,,,
98,0.2939,618.7713,218.9587,837.7300,CRFNGMNYKDXRTN,butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,200.2490,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
99,0.2939,425.7218,219.0652,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,1013.4230,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
100,0.2939,178.9324,219.1016,398.0340,KXYAWHKWPAZKPP,N-(3-chloro-4-methoxyphenyl)-2-(4-hydroxyquinazolin-2-ylthio)acetamide,COc1ccc(N=C(O)CSc2nc(O)c3ccccc3n2)cc1Cl,805.7800,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
101,0.2939,348.9484,219.1016,568.0500,QFFUMWYJDFGFQK,"methyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-chlorophenyl)-2-methyl-5-oxo- 1,4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OC)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc(Br)c1O,764.0410,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
102,0.2939,184.9145,219.1016,404.0160,OORLZFUTLGXMEF,"Pesticide5_Sulfentrazone_C11H10Cl2F2N4O3S_N-{2,4-Dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]phenyl}methanesulfonamide",CC1=NN(C(=O)N1C(F)F)C2=CC(=C(C=C2Cl)Cl)NS(=O)(=O)C,871.4610,,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,"Phenyl-1,2,4-triazoles",,,Alkaloids
103,0.2939,444.9830,219.1340,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,340.7870,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
104,0.7876,0.0000,220.1180,220.1180,GHOKWGTUZJEAQD,"3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid",CC(C)(CO)C(O)C(=O)NCCC(O)=O,345.8460,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Dipeptides,Small peptides,Amino acids and Peptides
105,0.8472,0.0002,220.1192,220.1190,UZKQTCBAMSWPJD,trans-Zeatin,C\C(CO)=C/CNC1=C2N=CNC2=NC=N1,389.4730,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-alkylaminopurines,Purine alkaloids,Pseudoalkaloids,Alkaloids
106,0.2939,310.0640,221.0920,531.1560,XMAYWYJOQHXEEK,"1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1-imidazolylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-1-piperazinyl]ethanone",CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,317.8370,,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines,,,Alkaloids
107,0.4090,242.9760,221.0920,464.0680,SQABHXFPYWKQBA,"methylethyl 4-(2-bromo-3,4,5-trimethoxyphenyl)-2-methyl-6-oxo-1,4,5-trihydropy ridine-3-carboxylate",COc1cc(C2CC(O)=NC(C)=C2C(=O)OC(C)C)c(Br)c(OC)c1OC,209.9710,,Organic compounds,Benzenoids,Phenol ethers,Anisoles,Anisoles,,,
108,0.3504,692.0835,223.1075,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,462.0020,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
109,0.2939,420.7107,224.0763,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,256.5510,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
110,0.2939,306.0076,225.1484,531.1560,XMAYWYJOQHXEEK,"1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1-imidazolylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-1-piperazinyl]ethanone",CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,1056.7210,,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines,,,Alkaloids
