query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
85,0.8510,0.0005,213.1485,213.1480,TVIDDXQYHWJXFK,25686,Dodecanedioic acid,,,C(CCCCCC(=O)O)CCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
86,0.7566,0.0005,213.1485,213.1480,TVIDDXQYHWJXFK,25686,Dodecanedioic acid,,,C(CCCCCC(=O)O)CCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
87,0.4076,222.0989,213.1961,435.2950,SCABKEBYDRTODC,262472,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
88,0.3459,131.0839,213.1961,344.2800,IEWHONSDBIATGX,2103,Putative (3-hydroxyheptadecanoyl)glycine,,,OC(CNC(CC(O)CCCCCCCCCCCCCC)=O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,N-acyl amines,Fatty amides,Fatty acids
89,0.4090,222.0989,213.1961,435.2950,SCABKEBYDRTODC,262472,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
90,0.4090,222.0989,213.1961,435.2950,SCABKEBYDRTODC,262472,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
91,0.5284,10.9543,215.2117,226.1660,ZJMZZNVGNSWOOM,239649,"2-N-butan-2-yl-4-N-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine",,,CCC(C)NC1=NC(=NC(=N1)NCC)OC,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines","2-methoxy-1,3,5-triazines",,Pseudoalkaloids (transamidation),Alkaloids
92,0.6281,0.0002,217.0972,217.0970,XGCIVVYTCDKDLC,54252,Tetrahydro_Beta_carboline_carboxylic_acid,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,0.5292,42.0316,217.1546,175.1230,NCIKQJBVUNUXLW,5477,N-METHYLTRYPTAMINE - 50.0 eV,,,CNCCC1=CNC2=C1C=CC=C2,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,Tryptamines and derivatives,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
94,0.6253,0.0004,217.1546,217.1550,KRNYOVHEKOBTEF,25102,Val-Val,,,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
95,0.6243,0.0003,217.1547,217.1550,KRNYOVHEKOBTEF,26832,Val-Val,,,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
96,0.4090,218.1041,217.1909,435.2950,SCABKEBYDRTODC,262775,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
97,0.4090,218.1039,217.1911,435.2950,SCABKEBYDRTODC,262775,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
98,0.4090,566.6343,218.9587,785.5930,KXGVEGMKQFWNSR,62064,DEOXYCHOLIC ACID,,,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
99,0.6203,0.0002,219.0652,219.0650,HXVZGASCDAGAPS,284303,4-methylumbelliferyl acetate,,,O=C1C=C(C)C2=CC=C(OC(C)=O)C=C2O1,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,,Coumarins and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
100,0.7892,0.0006,219.1016,219.1010,DIVLBIVDYADZPL,24140,Carboxyibuprofen,,,CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Terpenoids
101,0.6196,0.0006,219.1016,219.1010,DIVLBIVDYADZPL,24140,Carboxyibuprofen,,,CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Terpenoids
102,0.5745,222.0744,219.1016,441.1760,ZEMSXERQBUSFBA,15448,,,,C[C@@H]1[C@@H]2[C@@H](O)C\C(=C3/[C@@H]([C@H]2OC1=O)\C(=C/C3=O)CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Guaiane sesquiterpenoids,Sesquiterpenoids,Terpenoids
103,0.5529,270.2340,219.1340,489.3680,ZJVHCRHSSTUJRW,31791,Ornithine-CDCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,0.8735,0.0000,220.1180,220.1180,GHOKWGTUZJEAQD,56708,(R)-pantothenic acid,,,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,Peptide alkaloids,Amino acids and Peptides
105,0.8496,0.0002,220.1192,220.1190,UZKQTCBAMSWPJD,268558,trans-Zeatin,,,C/C(=C\CNc1[nH]cnc2ncnc12)/CO,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-alkylaminopurines,Purine alkaloids,Pseudoalkaloids (transamidation),Alkaloids
106,0.5648,254.1410,221.0920,475.2330,ZVFMDVFPBVFGPG,15780,"(1R,2R,4S,16R,17R,20S)-2-Hydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.0~1,17~.0~4,16~.0~6,14~.0~8,12~]tricosa-6(14),7,12-trien-11-one",,,COC1=C2C[C@H]3[C@](C)(C[C@@H](O)[C@]45O[C@@](CC[C@]34C)(OC)OC5(C)C)OC2=C(C)C6=C1C(=O)OC6,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
107,0.6194,0.0000,221.0920,221.0920,LDCYZAJDBXYCGN,6935,5-HYDROXY-L-TRYPTOPHAN - 20.0 eV,,,NC(CC1=CNC2=C1C=C(O)C=C2)C(O)=O,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,Serotonins,Aminoacids,Small peptides,Amino acids and Peptides
108,0.6247,0.0005,223.1075,223.1080,JBCLFWXMTIKCCB,25888,Gly-Phe,,,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CN,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
109,0.5292,14.9937,224.0763,239.0700,HVQAJTFOCKOKIN,291277,3-Hydroxyflavone,,,Oc1c(oc2ccccc2c1=O)c3ccccc3,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
110,0.7991,0.0006,225.1484,225.1490,GEWDNTWNSAZUDX,28886,JASMONATE,,,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,Jasmonic acids; Prenyl quinone meroterpenoids,Octadecanoids; Meroterpenoids,Fatty acids; Terpenoids
111,0.8087,0.0006,225.1484,225.1490,MSOHKYKACHEERC,20146,2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based: Match],,,CC(CCCCCC1OC(=O)C=C1)C(C)=O,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,,Linear polyketides,Polyketides
112,0.5521,259.0327,227.0913,486.1240,IGKWMHUOBKCUQU,284709,ginnalin A,,,O[C@H]1[C@H](O)[C@H](CO[C@@H]1COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(=O)C3=CC(O)=C(O)C(O)=C3,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Galloyl esters,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
113,0.6237,0.0003,227.0913,227.0910,LORTWVPBXJUYJM,13966,"4,8-dihydroxy-3,7,8-trimethyl-5,7-dihydropyrano[4,3-b]pyran-2-one",,,CC1OCC2=C(OC(=O)C(C)=C2O)C1(C)O,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives,2-pyrone derivatives,Cyclic polyketides,Polyketides
114,0.7658,0.0000,227.1640,227.1640,DXNCZXXFRKPEPY,26432,"1,11-Undecanedicarboxylic acid",,,C(CCCCCC(=O)O)CCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
115,0.7658,0.0000,227.1640,227.1640,DXNCZXXFRKPEPY,24502,"1,11-Undecanedicarboxylic acid",,,C(CCCCCC(=O)O)CCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
116,0.7658,0.0001,227.1641,227.1640,DXNCZXXFRKPEPY,26432,"1,11-Undecanedicarboxylic acid",,,C(CCCCCC(=O)O)CCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
117,0.8192,0.0001,227.1641,227.1640,DXNCZXXFRKPEPY,26432,"1,11-Undecanedicarboxylic acid",,,C(CCCCCC(=O)O)CCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Dicarboxylic acids,Fatty Acids and Conjugates,Fatty acids
118,0.6281,0.0003,227.1753,227.1750,LSAMUAYPDHUBQD,275603,Crotetamide,,,O=C(N(CC)C(C(=O)N(C)C)CC)/C=C/C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,,,
119,0.7147,50.0630,229.1910,179.1280,NLZVTPYXYXMCIP,27840,Ile-Pro-Lys,,,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O)N,,,,,,Dipeptides; Tripeptides,Small peptides,Amino acids and Peptides
120,0.6337,975.6390,229.1910,1204.8300,JLDCSWRYRVBFRU,2539,Leucinostatin B,,,CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CNC)C,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Linear peptides,Oligopeptides,Amino acids and Peptides
121,0.6144,975.6390,229.1910,1204.8300,JLDCSWRYRVBFRU,2539,Leucinostatin B,,,CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CNC)C,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Linear peptides,Oligopeptides,Amino acids and Peptides
122,0.4090,326.2956,229.2274,555.5230,NQXMVCBJWMTLGK,33482,Cer(d18:0/16:0(2OH)),,,CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)C(CCCCCCCCCCCCCC)O)O,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides,Ceramides,Spingolipids,Fatty acids
123,0.8489,0.0007,231.1703,231.1710,PNVLWFYAPWAQMU,253391,ValylIsoleucine,,,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
124,0.3459,80.0996,231.1704,311.2700,UQRGRWPAQSUOCR,3741,N-butyl-N-(1-(cyclohexylamino)-1-oxobutan-2-yl)butyramide,,,CCCCN(C(=O)CCC)C(CC)C(=O)NC1CCCCC1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,,,Alkaloids; Fatty acids
125,0.3459,154.9214,231.2066,386.1280,AKHPLUPJRABLGT,70874,"(6-methyl-6-azabicyclo[4.4.0]dec-2-yl)methyl 2-(2,4-dichlorophenoxy)acetate, i odide M",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
126,0.4090,276.2094,231.2066,507.4160,YHHLNGAZCXMCEW,2562,Valactamide A putative,,,CC(C(NC1=O)C(NC(C(OC(CCC(C)CC(C)CC(C)CC(C)/C=C1\C)C)=O)C(C)CC)=O)C,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
127,0.3459,154.9213,231.2066,386.1280,AKHPLUPJRABLGT,70874,"(6-methyl-6-azabicyclo[4.4.0]dec-2-yl)methyl 2-(2,4-dichlorophenoxy)acetate, i odide M",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
128,0.4090,228.3597,232.9743,461.3340,MDSUKZSLOATHMH,25155,Leu-Val,,,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
129,0.6237,0.0003,233.0807,233.0810,MHWLWQUZZRMNGJ,25350,Nalidixic acid,,,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,Naphthyridine carboxylic acids and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
130,0.6246,0.0003,233.0807,233.0810,MHWLWQUZZRMNGJ,25350,Nalidixic acid,,,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,Naphthyridine carboxylic acids and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
131,0.7920,0.0015,233.1495,233.1510,BQBCIBCLXBKYHW,255304,"Threonylleucine (isomer of 809, 926)",,,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
132,0.8480,0.0002,235.1692,235.1690,NGQXJSTYWWTPOG,248096,"(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",,,C[C@H]1[C@@H]([C@@H](CC(=C)[C@@H]2CC([C@@H]2CC1=O)(C)C)O)O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids,Terpenoids
133,0.6074,612.2280,237.1960,849.4240,YQDXYGOKFNYKCJ,292306,"(2S,3S,4S,5R,6R)-6-[[(2S,3R,4R,6aR,6bS,8aS,14bR)-2-hydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",,,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)C5CC[C@]43C)C2C1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
134,0.4090,219.0760,237.1960,456.2720,VMCFTVWDHVWSOB,297112,"11,12-dihydroxy-13-methoxy-4,5,8-trimethyl-3-(2-methylpropyl)-1H,2H,3H,4H,6aH,9H,10H,11H,12H,13H,14H,15H,15bH-cycloundeca[e]isoindole-1,15-dione",,,COC1CC(=O)C23C(/C=C(\C)CCC(O)C1O)\C=C(\C)C(C)C2C(CC(C)C)NC3=O,Organic compounds,Alkaloids and derivatives,Cytochalasans,Aspochalasins,Aspochalasins,Cytochalasan alkaloids,Pseudoalkaloids (transamidation),Alkaloids
135,0.3459,85.8154,239.2116,325.0270,MPNJTIZLDHWBFX,247423,"1-propyl-1-[2-(2,4,6-trichlorophenoxy)ethyl]urea",,,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(N)=O,,,,,,,,Alkaloids
136,0.5545,0.0727,241.1433,241.2160,RWIPSJUSVXDVPB,24414,Methyl myristoleate,,,CCCCC=CCCCCCCCC(=O)OC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
137,0.8648,0.0004,243.0876,243.0880,ZJTJUVIJVLLGSP,66209,lumichrome,,,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,Alloxazines and isoalloxazines,Flavins,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
138,0.7643,0.0001,243.1338,243.1340,MKCVLTRITQNGQI,255897,PyroglutamylIsoleucine (isomer of 1005),,,O=C(N[C@H](C(O)=O)[C@@H](C)CC)[C@H]1NC(CC1)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
139,0.8487,0.0001,245.1859,245.1860,JWBXCSQZLLIOCI,26426,Ile-Leu,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
140,0.8487,0.0001,245.1859,245.1860,JWBXCSQZLLIOCI,26984,Ile-Leu,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
141,0.5319,0.0362,245.2223,245.1860,JWBXCSQZLLIOCI,25426,Ile-Leu,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
142,0.7843,0.0008,246.1448,246.1440,HZYHBDVRCBDJJV,27439,Ile-Asn,,,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
143,0.7621,0.0007,247.1287,247.1280,ZVDPYSVOZFINEE,25996,Asp-Leu,,,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
144,0.6285,0.0003,247.1303,247.1300,XJHDMGJURBVLLE,109064,alpha-santonin,,,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,"Eudesmanolides, secoeudesmanolides, and derivatives",Eudesmane sesquiterpenoids,Sesquiterpenoids,Terpenoids
145,0.6241,0.0002,251.0913,251.0910,YWEIWRDWTNXMJK,14600,"7-(1,2-dihydroxyethyl)-4,8-dihydroxy-6-methoxy-3,4-dihydro-2H-naphthalen-1-one",,,COC1=C(C(O)CO)C(O)=C2C(=O)CCC(O)C2=C1,Organic compounds,Benzenoids,Tetralins,,Tetralins,,,
146,0.7709,0.0003,251.0913,251.0910,YWEIWRDWTNXMJK,14600,"7-(1,2-dihydroxyethyl)-4,8-dihydroxy-6-methoxy-3,4-dihydro-2H-naphthalen-1-one",,,COC1=C(C(O)CO)C(O)=C2C(=O)CCC(O)C2=C1,Organic compounds,Benzenoids,Tetralins,,Tetralins,,,
147,0.4090,536.2311,251.1389,787.3700,KKJYIHSXTUGJLP,116213,"N1,N5,N10,N14-Tetra-trans-p-coumaroylspermine",,,C1=CC(=CC=C1/C=C/C(=O)NCCCN(C(=O)/C=C/C2=CC=C(C=C2)O)CCCCN(C(=O)/C=C/C3=CC=C(C=C3)O)CCCNC(=O)/C=C/C4=CC=C(C=C4)O)O,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,Polyamines,Ornithine alkaloids,Alkaloids
148,0.5353,41.0152,253.1908,294.2060,LASJEFFANGIOGZ,274100,"2-(1-hydroxycyclohexyl)-2-(4-methoxyphenyl)-N,N-dimethylethanamine oxide",,,OC1(C(C2=CC=C(OC)C=C2)C[N+](C)(C)[O-])CCCCC1,Organic compounds,Benzenoids,Phenol ethers,Anisoles,Anisoles,Piperidine alkaloids,Lysine alkaloids,Alkaloids
149,0.5292,54.0449,253.2161,307.2610,JYYFMIOPGOFNPK,24749,Linolenic acid ethyl ester,,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
150,0.5516,389.1415,255.2065,644.3480,HJRJHCRVZOCICT,63698,"17-[N-(2-chlorophenyl)carbamoyl]-1,2,6,6,10,17,20-heptamethyl-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
151,0.4090,316.1765,255.2065,571.3830,ODCMYURABUZDRD,30775,Arg-DCA,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
152,0.7156,0.0003,260.1603,260.1600,CNPNWGHRMBQHBZ,252759,Isoleucylglutamine,,,O=C(O)C(NC(=O)C(N)C(C)CC)CCC(=O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
153,0.7920,0.0016,261.1444,261.1460,MYFMARDICOWMQP,256135,Glutamylleucine,,,CC(C)CC(C(O)=O)NC(=O)CCC(N)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
154,0.8485,0.0004,261.1444,261.1440,KTGFOCFYOZQVRJ,256978,Isoleucylglutamate,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
155,0.8487,0.0004,261.1444,261.1440,KTGFOCFYOZQVRJ,256978,Isoleucylglutamate,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
156,0.8558,0.0009,261.2211,261.2220,GQEOLYBERRZZCE,19427,8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],,,CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
157,0.8424,0.0001,263.1389,263.1390,WEQJQNWXCSUVMA,25055,Phe-Pro,,,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=CC=C2)N)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
158,0.8720,0.0002,263.2368,263.2370,GKJZMAHZJGSBKD,24630,"Conjugated linoleic Acid (10E,12Z)",,,CCCCC/C=C\C=C\CCCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
159,0.8746,0.0002,263.2368,263.2370,GKJZMAHZJGSBKD,24630,"Conjugated linoleic Acid (10E,12Z)",,,CCCCC/C=C\C=C\CCCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
